record_type,granularity,exp_id,stage_index,stage_key,day,t_local,step_abs,agent_id,row_index_within_step,scenario,outcome,message,roll,scenario_entry_reason,scenario_aligned,digital_exposure,step_type,step_intention,step_outcome,prob_model,p_negative_interval,p_positive_interval,emit_policy,emit_forced_by_policy,status_gate_reason
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,27001,,3,,medical_appointment,negative,预约过程中，繁琐操作令您心焦。,0.11209303000331439,min_stage_attempt_force,False,False,other,Prepare ingredients for cooking,success,attempt_hazard,0.23123063806328775,0.21876936193671226,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,27001,,4,,medical_appointment,positive,体验长辈模式，挂号缴费一步到位，就诊准备轻松成功！,0.3546687236182189,min_stage_attempt_force,False,False,other,Practice relaxation techniques,success,attempt_hazard,0.12511589056505973,0.19839214764685736,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,27001,,5,,social_contact_coordination,negative,联系亲友验证失败，焦虑升级。,0.2446823374453727,min_stage_attempt_force,False,False,other,Ensure a quiet environment,success,attempt_hazard,0.2658192415082774,0.1841807584917226,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,28801,,1,,ecommerce_order_flow,negative,购物车库存波动，支付前反复退回，体验疲惫。,0.10324298148515443,min_stage_attempt_force,True,True,other,Check current shopping list,success,attempt_hazard,0.18466888852074986,0.24496403098845593,natural,False,ambiguous
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,28801,,3,,app_update_permission,positive,更新权限操作便捷流畅，一键完成，畅享体验。,0.5015523321406389,min_stage_attempt_force,False,False,other,Prepare a cup of tea,success,attempt_hazard,0.2174654165238891,0.23253458347611092,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,28801,,5,,gov_service,negative,政务办理遇阻，材料上传屡试不中，实名核验中断，进度暂停，放松身心以助入睡。,0.2519163656022634,min_stage_attempt_force,False,False,other,Engage in a relaxing activity to help fall asleep,success,attempt_hazard,0.20525953462511026,0.24474046537488972,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,28801,,6,,info_ad_click,negative,误触广告，支付失败，焦虑困扰。,0.0198451276704521,min_stage_attempt_force,False,False,other,Eat breakfast,success,attempt_hazard,0.09944301206096634,0.16726496044678973,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,34201,,4,,social_contact_coordination,negative,社交联络协调失败，好友验证与消息发送挫败，焦虑加剧。,0.24465135400179672,matched,True,True,social,Check and respond to emails,failure,attempt_hazard,0.3569360319814011,0.05201269904083957,natural,False,no_anchor
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,36001,,4,,social_contact_coordination,negative,社交联系协调失败，好友验证与消息发送屡试不中，心情焦虑。,0.1511075616903993,matched,True,True,social,Retrieve a list of friends' contact information,failure,attempt_hazard,0.3018813603783189,0.04255792179933827,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,45001,,2,,digital_general,positive,手机应用提示，轻松成功烹饪佳肴。,0.41963849691336397,matched,True,True,other,Prepare the meal according to recipe or preference,success,attempt_hazard,0.20951930110030767,0.22215960355420813,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,46801,,3,,ride_hailing,positive,体验打车新功能，一键叫车，便捷生活从此开启！,0.2718685837796414,matched,True,True,mobility,Determine the location for shopping,success,attempt_hazard,0.21603052565718936,0.23396947434281065,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,63001,,2,,payment_transfer,negative,支付转账时误触诱导项，险些多付，心头不宁。,0.08944321831263136,matched,True,True,economy,Perform shopping activities based on the shopping list,success,attempt_hazard,0.18900422138169112,0.15224332419168754,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,64801,,3,,ride_hailing,positive,体验打车新选择，轻松开启适老化，一键回家享温馨。,0.3443265380532764,matched,True,True,mobility,Head home to create a comfortable environment,success,attempt_hazard,0.2639732461535611,0.1860267538464389,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,70201,,6,,account_auth_security,positive,账号安全认证轻松通过，登录顺畅，餐点烹饪成功！,0.2489024279300599,matched,True,True,other,Prepare and cook a meal,success,attempt_hazard,0.09696526200326937,0.11871094489624402,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,1,84601,,3,,ride_hailing,negative,打车遇挫，流程繁琐，情绪受创。,0.07685332706550241,matched,True,True,mobility,Retire to bed,success,attempt_hazard,0.2132078499559002,0.23679215004409981,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,7201,,1,,digital_general,positive,操作简便，成功完成适合退休的营养餐准备。,0.5490634634682524,matched,True,True,other,Prepare a nutritious meal suitable for retirement age,success,attempt_hazard,0.27790496632181405,0.1720950336781859,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,7201,,5,,notification_risk_interrupt,negative,操作中风险中断，多次确认仍无法完成任务。,0.1173916883729843,non_digital_exploration,False,False,other,Lie down and start the process of falling asleep,success,attempt_hazard,0.18554496963131922,0.21441820929596728,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,9001,,1,,digital_general,negative,操作遇阻，退餐制作圆满完成。,0.14397446232773314,matched,True,True,other,Prepare a nutritious meal suitable for retirement age,success,attempt_hazard,0.2591770835994032,0.16248973403890257,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,16201,,1,,ride_hailing,negative,打车流程繁琐难忍，验证多番，出行计划受阻，情绪受创。,0.09281847292119416,matched,True,True,mobility,Travel to the supermarket,success,attempt_hazard,0.20671103370030713,0.16717452962579865,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,19801,,1,,ride_hailing,positive,一键老友模式，叫车顺利无忧。,0.2690561341343898,matched,True,True,mobility,Use smartphone to call for a taxi service,success,attempt_hazard,0.19473417061608325,0.23731968673882267,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_events,2,21601,,1,,social_contact_coordination,positive,社交协调顺畅，联系亲友流程简便，沟通受阻，请求派车失败。,0.2813688758447255,matched,True,True,social,Communicate with the taxi dispatcher to explain the issue,failure,attempt_hazard,0.41061853841247087,0.03938146158752915,natural,False,no_anchor
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,123401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,123401,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,123401,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,123401,,4,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,123401,,5,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,4,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,5,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,125201,,6,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,127001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,127001,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,128801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,128801,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,136001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,139601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,139601,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,139601,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,141401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,141401,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,154001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,159401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,159401,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,161201,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,161201,,2,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,161201,,3,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,164801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,166601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,181001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,182801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,184601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,201801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,203601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,205401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,210801,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,212601,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,214401,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,218001,,1,,no_event,,,,,,,,,,,,,,
no_event,step_aggregated_expanded,0e9eace8-abed-417a-af98-29344b8676af,2,stage_2_summary,,,219801,,1,,no_event,,,,,,,,,,,,,,
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,25201,,2,,digital_general,positive,应用操作简化提示，助力高效完成任务，重拾活力！,0.11633885947418454,matched,True,True,other,Engage in light activity to maintain alertness and avoid feeling idle,success,attempt_hazard,0.04090010836164178,0.26147664359499245,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,25201,,5,,login_captcha,positive,登录验证成功，请选择舒适阅读区继续操作。,0.31287313021046403,min_stage_attempt_force,False,False,other,Select a comfortable reading spot,success,attempt_hazard,0.0454848519930577,0.3299115703565978,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,25201,,6,,app_update_permission,positive,更新权限，轻松一触即达，畅享便捷操作。,0.09279935786088178,min_stage_attempt_force,False,False,other,Engage in a relaxing activity to wind down,success,attempt_hazard,0.017563497206404176,0.1814779549990339,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,27001,,3,,social_contact_coordination,positive,成功在社交平台联系亲友，流畅沟通缓解了失望情绪。,0.5309449756644322,min_stage_attempt_force,False,False,other,Engage in a calming activity to ease the emotions of disappointment,success,attempt_hazard,0.08573677377116412,0.3642632262288359,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,27001,,5,,info_ad_click,positive,信息流中精准提示，避开广告干扰，顺畅阅读材料！,0.3022778871874441,min_stage_attempt_force,False,False,other,Begin reading the chosen material,success,attempt_hazard,0.0671095017978923,0.2794590681137284,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,27001,,6,,gov_service,positive,政务无障碍，材料速递成功，流程顺畅，轻松办结！,0.10328218069429096,min_stage_attempt_force,False,False,other,Lie down in bed and close your eyes to initiate sleep,success,attempt_hazard,0.012846223487610426,0.135469603501616,natural,False,from_status_false
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,36001,,1,,ride_hailing,positive,轻松启适老化模式，一键叫车，便捷回家，满意体验！,0.37804841510628995,matched,True,True,mobility,Return to home,success,attempt_hazard,0.0675668642722206,0.3352354188133428,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,37801,,1,,ride_hailing,positive,轻松开启适老化模式，一键打车回家成功！,0.09808433930135907,matched,True,True,mobility,Return to home,success,attempt_hazard,0.05145631165424273,0.2604162870325901,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,43201,,2,,app_update_permission,positive,更新权限引导清晰，轻松完成设置，静享美好用餐时光。,0.13248300891136344,digital_context_fallback,True,True,other,Serve the meal in a serene setting,success,attempt_hazard,0.021174582228102104,0.18410730743052495,natural,False,no_anchor
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,50401,,6,,social_contact_coordination,negative,社交联系协调失败，求助未果，焦虑加剧。,0.03348740300791786,matched,True,True,social,Pick up the phone to call a friend,failure,attempt_hazard,0.08609614112719884,0.08406143939235323,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,66601,,2,,ride_hailing,positive,成功开启适老化模式，轻松叫车，享受舒适时光。,0.016425100655311997,matched,True,True,mobility,Stay home and relax,success,attempt_hazard,0.014666003459217097,0.1301096159952385,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,68401,,4,,ride_hailing,positive,一键叫车，轻松出行，适老化模式体验顺畅。,0.22680208279875436,matched,True,True,mobility,Travel to the selected shopping location,success,attempt_hazard,0.02447712720747739,0.1763771982791199,natural,False,not_applicable
event,event_detail,0e9eace8-abed-417a-af98-29344b8676af,3,stage_3_events,2,72001,,3,,ride_hailing,positive,体验打车，便捷养老，一步叫车，安心入睡。,0.08243176260801566,matched,True,True,mobility,Lie down in the bed,success,attempt_hazard,0.04624018634866458,0.26711817047996833,natural,False,not_applicable
