agent_id,day,t,scenario,outcome,message,roll,decision_source,decision_mode,alpha,llm_confidence,p_negative_interval,p_positive_interval,scenario_entry_reason,scenario_aligned,status_gate_attempted,status_gate_matched,status_gate_reason,status_gate_anchor_hit,digital_exposure,digital_exposure_from_action,digital_exposure_from_status,digital_exposure_from_intention,digital_exposure_from_signal,always_emit_enabled,always_emit_forced,always_emit_outcome,step_type,step_intention,step_outcome,llm_status,llm_calls_for_agent
6,0,30601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.001586811343306235,hybrid,hybrid,0.30527451418540696,0.41,0.004005279606666972,0.005485816253888326,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Engage in a hobby or read a book to relax,success,cache_hit,0
1,0,32401,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.008671834201631506,hybrid,hybrid,0.3081889045957957,0.41,0.012907095927422771,0.00013141429661968357,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Implement any necessary changes or enhancements to the payment processes for increased security,success,ok,1
3,0,32401,social_contact_coordination,negative,你在社交应用联系亲友时遇到好友验证和消息发送失败，反复尝试后更焦虑。,0.010818195936748511,hybrid,hybrid,0.30849678389578467,0.41,0.01381609047936394,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Monitor the boot process for any error messages,success,ok,1
5,0,32401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.004837397773046094,hybrid,hybrid,0.30771403699494615,0.41,0.011828089164011426,0.000328128051330343,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Create a comfortable reading environment,success,ok,1
6,0,32401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0029138245602756893,hybrid,hybrid,0.30527451418540696,0.41,0.004684846506690337,0.004998754006605417,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Engage in a hobby or read a book to relax,success,cache_hit,0
1,0,34201,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.00684678238346284,hybrid,hybrid,0.30849678389578467,0.41,0.013623001088626019,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Implement any necessary changes or enhancements to the payment processes for increased security,success,cache_hit,0
1,0,36001,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.007401316711923995,hybrid,hybrid,0.3084967838957846,0.41,0.014267733935343307,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Implement any necessary changes or enhancements to the payment processes for increased security,success,cache_hit,0
3,0,36001,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.012755808544117876,hybrid,hybrid,0.30849678389578467,0.41,0.014299677011014755,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Access the built-in help center on the social application,success,ok,1
1,0,37801,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.009463812160580596,hybrid,hybrid,0.3084967838957846,0.41,0.014771889971657015,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Test the updated payment process for functionality and security,success,ok,1
3,0,37801,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.005256665045984616,hybrid,hybrid,0.3084967838957846,0.41,0.015331039789725165,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Navigate to the support or customer service section,success,ok,1
4,0,37801,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.006561991613408572,hybrid,hybrid,0.30527451418540696,0.41,0.006412441524981053,0.00391057083079965,digital_context_fallback,False,False,False,from_status_false,False,True,False,False,True,False,True,True,,other,Perform gentle stretching exercises,success,ok,1
5,0,37801,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0038999316974678913,hybrid,hybrid,0.3079948081793832,0.41,0.012261599240833606,0.00021176319011959903,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Start reading the book,success,ok,1
6,0,37801,login_captcha,positive,你在登录时用语音/无障碍提示完成验证。,0.006253288484847706,hybrid,hybrid,0.30527451418540696,0.41,0.004816002427746012,0.004918235999906963,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Check for any meal prep tasks,success,ok,1
1,0,39601,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.0029536903260120695,hybrid,hybrid,0.3084967838957846,0.41,0.015288470742246152,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Test the updated payment process for functionality and security,success,cache_hit,0
3,0,39601,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.0039084947287864585,hybrid,hybrid,0.3084967838957846,0.41,0.015865071674495357,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Navigate to the support or customer service section,success,cache_hit,0
4,0,39601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.001664842761435123,hybrid,hybrid,0.30527451418540696,0.41,0.007662618533908663,0.0030029172861864434,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Read a book or magazine,success,ok,1
1,0,41401,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.005375852688261259,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Test the updated payment process for functionality and security,success,cache_hit,0
3,0,41401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.006043719467545716,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Read the available FAQs and guidelines,success,ok,1
4,0,41401,info_ad_click,positive,你在信息流里看到清晰提示，成功避开广告跳转并顺利完成操作。,0.006367154266161879,hybrid,hybrid,0.30527451418540696,0.41,0.008384896447456498,0.002486641295501073,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Read a book or magazine,success,ok,1
1,0,43201,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,2.6469241928186187e-05,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Test the updated payment process for functionality and security,success,cache_hit,0
3,0,43201,social_contact_coordination,negative,你在社交应用联系亲友时遇到好友验证和消息发送失败，反复尝试后更焦虑。,0.009349149508142801,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,"If necessary, initiate a support ticket or chat",success,ok,1
4,0,43201,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.004610950718053568,hybrid,hybrid,0.30527451418540696,0.41,0.007891249786318071,0.002838751099453069,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Read a book or magazine,success,cache_hit,0
1,0,45001,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.0010357044549460246,hybrid,hybrid,0.3084967838957846,0.41,0.014843798392995544,0.0,matched,True,False,False,not_applicable,False,True,True,False,True,False,True,True,,other,Access an internet-enabled device,success,ok,1
4,0,45001,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.004324791303245606,hybrid,hybrid,0.30527451418540696,0.41,0.008131625123803887,0.0025027523123578024,matched,True,False,False,not_applicable,False,True,False,False,True,True,True,True,,mobility,Take a brief walk around the home,success,ok,1
1,0,48601,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.0024638386251134405,hybrid,hybrid,0.3084967838957846,0.41,0.014843798392995544,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Enter keywords related to the payment process issue,success,ok,1
4,0,48601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0041548557680519,hybrid,hybrid,0.30527451418540696,0.41,0.008737100893706854,0.002248147631166294,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Choose a quiet room to read a book or magazine,success,ok,1
6,0,48601,digital_general,positive,你在手机应用操作时获得简化提示，快速完成了所需步骤。,0.004492971291476558,hybrid,hybrid,0.30527451418540696,0.41,0.004431847539165808,0.005020421904083364,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Set the alarm for an appropriate wake-up time,success,ok,1
3,0,52201,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.009450741196824455,hybrid,hybrid,0.3084967838957846,0.41,0.016408254594622806,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Engage in a leisurely activity, such as reading a book or listening to music",success,ok,1
2,0,54001,account_auth_security,negative,你在账号认证与安全校验时反复输入信息，验证链路中断后感到疲惫和不安。,0.006303159009524889,hybrid,hybrid,0.30527451418540696,0.41,0.0096496536417525,0.0016692816624314312,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Prepare a meal based on comfort food options,success,ok,1
3,0,54001,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.000857586615481171,hybrid,hybrid,0.3084967838957846,0.41,0.016408254594622806,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Engage in a leisurely activity, such as reading a book or listening to music",success,cache_hit,0
3,0,55801,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0018397652027557986,hybrid,hybrid,0.3084967838957846,0.41,0.016408254594622806,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Engage in a leisurely activity, such as reading a book or listening to music",success,cache_hit,0
4,0,55801,ride_hailing,positive,你在打车时开启适老化模式，一步完成叫车。,0.007163290096030343,hybrid,hybrid,0.30527451418540696,0.41,0.009526113482731975,0.001504649763679304,matched,True,False,False,not_applicable,False,True,False,False,True,True,True,True,,mobility,Enjoy a short walk or sit in the garden (if available),success,ok,1
6,0,55801,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.0014006719506182124,hybrid,hybrid,0.30527451418540696,0.41,0.003955909151360016,0.005361383351719428,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Determine necessary shopping items,success,ok,1
3,0,57601,social_contact_coordination,negative,你在社交应用联系亲友时遇到好友验证和消息发送失败，反复尝试后更焦虑。,0.009382513228017603,hybrid,hybrid,0.3084967838957846,0.41,0.018024901043526165,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,True,True,True,,social,Call a friend or family member for a casual chat to ease the feeling of fear,failure,ok,1
6,0,57601,payment_transfer,positive,你在支付/转账时收到清晰提示，确认无误后顺利完成。,0.004890525114604331,hybrid,hybrid,0.30527451418540696,0.41,0.005911507995072239,0.003587213824939863,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,economy,Access online banking platform,failure,ok,1
1,0,59401,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.008850891018590306,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Ensure a comfortable dining setting,success,ok,1
4,0,59401,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.00019702044365267342,hybrid,hybrid,0.30527451418540696,0.41,0.009019827501497211,0.001866225253242983,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Relax and unwind in the current setting due to distress,success,ok,1
6,0,59401,social_contact_coordination,positive,你在社交应用联系亲友时流程清晰，一次发送成功并及时收到回复。,0.003630115927800326,hybrid,hybrid,0.30527451418540696,0.41,0.005475904600164854,0.003900258839752908,matched,True,False,False,not_applicable,False,True,True,True,True,True,True,True,,social,Check existing contact information,failure,ok,1
1,0,61201,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.00843950474824208,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Ensure a comfortable dining setting,success,cache_hit,0
3,0,61201,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.0007594267882608502,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Leave workplace to the designated outdoor walking area,success,ok,1
1,0,63001,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.0010035702531157138,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Ensure a comfortable dining setting,success,cache_hit,0
4,0,63001,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.0005094282657765794,hybrid,hybrid,0.30542772202375457,0.41,0.009974306332711189,0.0012662623261276346,matched,True,False,False,not_applicable,False,True,False,False,True,False,True,True,,other,Prepare a meal at home,success,ok,1
5,0,63001,digital_general,negative,你在手机应用操作时被更新弹窗和权限提示打断，多次确认后仍未完成任务。,0.00462693285371462,hybrid,hybrid,0.3084967838957846,0.41,0.013008201855947754,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Enjoy the meal in a peaceful setting to foster relaxation,success,ok,1
1,0,64801,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.003890773755757241,hybrid,hybrid,0.30849678389578467,0.41,0.01573290755501089,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Ensure a comfortable dining setting,success,cache_hit,0
1,0,66601,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.006965204424793346,hybrid,hybrid,0.3084967838957846,0.41,0.014843798392995544,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Power off and then power on the device to refresh system settings,success,ok,1
4,0,66601,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.004984709530192708,hybrid,hybrid,0.3066946700220974,0.41,0.010703641330777783,0.0007453111522238118,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Engage in a brief leisure activity after eating to improve mood,success,ok,1
5,0,66601,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.00642789204307345,hybrid,hybrid,0.3084967838957846,0.41,0.013687723991707812,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Check weather and pack essentials,success,ok,1
1,0,68401,notification_risk_interrupt,negative,你在操作过程中被风险提醒和通知反复打断，来回确认后仍未完成原任务。,0.008428603959169877,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Identify the specific pop-up that is causing the issue,success,ok,1
3,0,68401,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.005467057176235883,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Return to the workplace after the planned walking duration,success,ok,1
4,0,68401,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.004980062358411335,hybrid,hybrid,0.3076183829060564,0.41,0.011242717302983941,0.0003639641688857773,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Engage in a brief leisure activity after eating to improve mood,success,ok,1
5,0,68401,payment_transfer,negative,你在支付/转账时遇到诱导选项，差点误付，心里很不踏实。,0.0023412316477999405,hybrid,hybrid,0.30849678389578467,0.41,0.01416031655100125,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Review and make a shopping list based on needs,success,ok,1
1,0,70201,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.0019916984988252143,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Temporarily disable updates and permissions to isolate the problem,success,ok,1
2,0,70201,info_ad_click,negative,你在信息流里误触广告，页面多次跳转，支付失败并感到焦虑。,0.0017450313737434708,hybrid,hybrid,0.30550323528444967,0.41,0.01013594123663234,0.001238523362114685,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,"Ensure comfort in the room, e.g., adjust temperature if necessary",success,ok,1
5,0,70201,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.005302195058309266,hybrid,hybrid,0.3084967838957846,0.41,0.01463254681651649,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Plan the route considering location and distance,success,ok,1
1,0,72001,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.005869231955201219,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,True,True,True,True,False,True,True,,other,Review device permissions and settings to locate potential issues,success,ok,1
3,0,72001,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.0006970810550061377,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Leave the workplace to head towards the park,success,ok,1
4,0,72001,login_captcha,negative,你在登录时被验证码和跳转卡住，反复失败后感到无助。,0.005471634981932297,hybrid,hybrid,0.30764227862243876,0.41,0.011398880543499567,0.0003551730277300393,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Check inventory to ensure there is enough food or ingredients,success,ok,1
5,0,72001,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.007910920467412354,hybrid,hybrid,0.3084967838957846,0.41,0.01463254681651649,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Plan the route considering location and distance,success,cache_hit,0
1,0,73801,app_update_permission,negative,你在应用更新与权限确认时被多次弹窗打断，反复设置后仍无法继续。,0.0032170788594839557,hybrid,hybrid,0.3084967838957846,0.41,0.015035762464485347,0.0,matched,True,False,False,not_applicable,False,False,False,False,False,False,True,True,,other,Enable necessary updates and permissions after fixing the issues,success,ok,1
3,0,73801,ride_hailing,negative,你在打车时被复杂流程困住，多次验证后仍失败，心情受挫。,0.005893071306965526,hybrid,hybrid,0.30849678389578467,0.41,0.015688649607146887,0.0,matched,True,False,False,not_applicable,False,True,False,False,False,True,True,True,,mobility,Arrive at the nearby park,success,ok,1
